,city,region,type_of_settlements,year,population,latitude_point,longitude_point
11668,Андріївка (Подільський район),odesa,vilage,1871.0,18.0,47.7075,29.628055555555555
11669,Мордвинівка,zaporiz,vilage,1871.0,1004.0,46.73861111111111,35.36666666666667
11670,Колоно-Миколаївка,dnipro,vilage,1871.0,191.0,48.28333333333333,35.89666666666667
11671,Балабанка,odesa,vilage,1871.0,159.0,45.765,29.853333333333335
11672,Малинівка (Коростенський район),zitomer,vilage,1871.0,568.0,50.79805555555556,29.27027777777778
11673,Конятин (Сосницький район),chernihiv,vilage,1871.0,825.0,51.594166666666666,32.78527777777778
11674,Садове (Лозівський район),xarkiv,vilage,1871.0,439.0,49.05694444444444,36.52166666666667
11675,Заболоття (Млинівський район),rivne,vilage,1871.0,51.0,50.69194444444444,25.61722222222222
11676,Заболотинці,rivne,vilage,1871.0,191.0,50.67638888888889,25.644166666666667
11677,Ємелівка,ternopil,vilage,1872.0,147.0,49.096944444444446,25.858611111111113
11678,Синьківка,xarkiv,vilage,1872.0,389.0,49.763333333333335,37.69777777777777
11679,Богунове (село),odesa,vilage,1872.0,788.0,47.02833333333333,30.460555555555555
11680,Надеждівка (Братський район),mykolayiv,vilage,1872.0,339.0,47.78638888888889,31.71638888888889
11681,Петропавлівка (Куп'янський район),xarkiv,vilage,1872.0,2486.0,49.72083333333334,37.717222222222226
11682,Нововолодимирівка (Каховський район),xerson,vilage,1872.0,161.0,46.274166666666666,33.786944444444444
11683,Вовкове (Коноплянська сільська громада),odesa,vilage,1872.0,129.0,47.013888888888886,30.665
11684,Тимофіївка (Якимівський район),zaporiz,vilage,1872.0,53.0,46.724722222222226,35.303888888888885
11685,Кам'янка (Кам'янець-Подільський район),xmelnitsk,vilage,1872.0,2201.0,48.697222222222216,26.626944444444444
11686,Ясинувата,,city,1872.0,35166.0,48.12777777777778,37.862500000000004
11687,Мартинівка (Рівненський район),rivne,vilage,1872.0,122.0,50.54805555555556,25.983888888888888
11688,Новокостянтинівка (Братський район),mykolayiv,vilage,1872.0,892.0,47.80638888888888,31.77583333333333
11689,Новоолександрівка (Березнегуватський район),mykolayiv,vilage,1872.0,116.0,47.42805555555555,33.100833333333334
11690,Шевченкове (Олександрійський район),kirivigrad,vilage,1872.0,19.0,48.62833333333333,32.81083333333333
11691,Вільне (Каховський район),xerson,vilage,1872.0,117.0,46.98833333333334,33.89361111111111
11692,Старі Новаки,zitomer,vilage,1872.0,161.0,51.10888888888889,28.233055555555556
11693,Язи,lviv,vilage,1872.0,645.0,49.54083333333333,23.092499999999998
11694,Грушвиця Друга,rivne,vilage,1872.0,234.0,50.52861111111111,26.049444444444447
11695,Федорівка (Мелітопольський район),zaporiz,vilage,1872.0,396.0,46.994166666666665,35.269444444444446
11696,Шляхове (Баштанський район),mykolayiv,vilage,1872.0,83.0,47.38472222222222,32.32277777777778
11697,Караван (Харківський район),xarkiv,vilage,1873.0,206.0,50.065,36.13
11698,Боярка (Подільський район),odesa,vilage,1873.0,289.0,47.651944444444446,30.001666666666665
11699,Світлівка,xerson,vilage,1873.0,86.0,47.49805555555556,33.169444444444444
11700,Кам'янопіль (Братський район),mykolayiv,vilage,1873.0,53.0,47.95722222222223,31.595555555555553
11701,Шелюги,zaporiz,vilage,1873.0,1362.0,46.556666666666665,35.22916666666667
11702,Яковлівка (Красноградський район),xarkiv,vilage,1873.0,93.0,49.284166666666664,36.06333333333333
11703,Лужок (Харківський район),xarkiv,vilage,1873.0,252.0,50.081388888888895,36.12027777777778
11704,Долинська,,city,1873.0,18460.0,48.11083333333333,32.764722222222225
11705,Великоолександрівка (Баштанський район),mykolayiv,vilage,1873.0,656.0,47.78666666666666,32.68861111111111
11706,Велике Артакове,mykolayiv,vilage,1873.0,169.0,47.219722222222224,33.06222222222222
11707,Люлинці (Оратівський район),Vinitsa,vilage,1873.0,262.0,49.323055555555555,29.211111111111112
11708,Кузьминець,,Urban_Vilige,1873.0,1500.0,48.68194444444444,24.05666666666667
11709,Богданівка (Каховський район),xerson,vilage,1873.0,759.0,46.57833333333333,33.52638888888889
11710,Гулянка (Коростенський район),zitomer,vilage,1873.0,1246.0,50.87861111111111,28.17388888888889
11711,Осмолода,ivan_frank,vilage,1873.0,59.0,48.58166666666667,24.049444444444447
11712,Миколаївка (Козятинський район),Vinitsa,vilage,1873.0,524.0,49.60055555555556,28.750555555555554
11713,Кринички (Миколаївський район),mykolayiv,vilage,1873.0,1000.0,47.07166666666667,31.730555555555554
11714,Старомар'ївка,donetsk,vilage,1873.0,253.0,47.43888888888888,37.876111111111115
11715,Сиваш (Генічеський район),,Urban_Vilige,1874.0,233.0,45.969166666666666,34.488055555555555
11716,Сокологірне,xerson,vilage,1874.0,808.0,46.49944444444444,34.94555555555555
11717,Благодатне (Генічеський район),xerson,vilage,1874.0,907.0,46.626111111111115,34.4175
11718,Ставки (Фастівський район),kyiv,vilage,1874.0,476.0,50.07777777777778,29.72694444444444
11719,Залізничне (Генічеський район),,Urban_Vilige,1874.0,13.0,46.01888888888889,34.51638888888889
11720,Тимофіївка (Генічеський район),xerson,vilage,1874.0,196.0,46.558611111111105,34.40333333333333
11721,Познанка Друга,odesa,vilage,1874.0,414.0,47.91138888888889,29.9475
11722,Листвин (Коростенський район),zitomer,vilage,1874.0,1519.0,51.33555555555556,28.34611111111111
11723,Розтісне,kyiv,vilage,1874.0,33.0,50.86472222222223,30.285555555555558
11724,Сеньківці,cherkasy,vilage,1874.0,291.0,49.768055555555556,32.03805555555555
11725,Ковпаки,lugansk,vilage,1874.0,7.0,49.09138888888889,39.0175
11726,Плотича (Козівська селищна громада),ternopil,vilage,1874.0,586.0,49.486111111111114,25.296666666666667
11727,Бережниця (Верховинський район),ivan_frank,vilage,1874.0,309.0,48.203611111111115,24.835277777777776
11728,Зелена Поляна (Житомирський район),zitomer,vilage,1875.0,168.0,50.596944444444446,28.15888888888889
11729,Пильнянка,,Urban_Vilige,1875.0,38.0,50.093611111111116,35.278888888888886
11730,Сподобівка,xarkiv,vilage,1875.0,542.0,49.56055555555555,37.43277777777777
11731,Гарбузівка (Чугуївський район),xarkiv,vilage,1875.0,35.0,50.12638888888889,37.144999999999996
11732,Вільна Україна (Скадовський район),xerson,vilage,1875.0,7.0,46.284166666666664,32.05916666666666
11733,Очеретувате (Більмацький район),zaporiz,vilage,1875.0,21.0,47.370555555555555,36.793055555555554
11734,Березине (Коростенський район),zitomer,vilage,1875.0,112.0,50.74944444444444,29.115555555555556
11735,Богданівка (Новоукраїнський район),kirivigrad,vilage,1875.0,40.0,48.47944444444445,30.895833333333332
11736,Пригір'я,xerson,vilage,1875.0,454.0,47.52472222222222,33.196666666666665
11737,Петрівка (Сахновщинський район),xarkiv,vilage,1875.0,31.0,49.08277777777778,36.01444444444444
11738,Скобелеве,mykolayiv,vilage,1875.0,239.0,47.614444444444445,32.84638888888889
11739,Красноярка (Красноградський район),xarkiv,vilage,1875.0,266.0,49.16972222222222,36.04
11740,Новоолександрівка (Знам'янська міська громада),kirivigrad,vilage,1875.0,53.0,48.66277777777778,32.75111111111111
11741,Новодмитрівка (Красноградський район),xarkiv,vilage,1875.0,501.0,49.058611111111105,35.92527777777777
11742,Стара Олександрівка,zitomer,vilage,1875.0,470.0,50.421388888888885,28.381944444444446
11743,Нововасилівка (Куп'янський район),xarkiv,vilage,1875.0,55.0,49.961666666666666,37.69833333333333
11744,Староволодимирівка,xarkiv,vilage,1875.0,112.0,49.06194444444444,36.14138888888889
11745,Надеждине (Красноградський район),xarkiv,vilage,1875.0,213.0,49.13111111111111,36.03361111111111
11746,Вікняне,kirivigrad,vilage,1875.0,70.0,48.212500000000006,31.2675
11747,Новоапостолівка,donetsk,vilage,1875.0,215.0,47.559999999999995,37.6275
11748,Вінницькі Івани,xarkiv,vilage,1875.0,287.0,50.2825,35.4775
11749,Степанівка (Красноградський район),xarkiv,vilage,1875.0,47.0,49.068333333333335,35.994166666666665
11750,"Рудня (Ушомирська сільська громада, колишня Поліська сільська рада)",zitomer,vilage,1875.0,103.0,50.886944444444445,28.514444444444443
11751,Мар'ївка (Красноградський район),xarkiv,vilage,1875.0,338.0,49.21888888888889,36.04972222222222
11752,Олексіївка (Красноградський район),xarkiv,vilage,1875.0,38.0,49.09444444444445,36.03611111111111
11753,Могиляни (Острозький район),rivne,vilage,1875.0,1370.0,50.415277777777774,26.560277777777777
11754,Бердянка (Красноградський район),xarkiv,vilage,1875.0,724.0,49.10333333333333,35.45055555555556
11755,Вовківчики,xmelnitsk,vilage,1875.0,148.0,50.07694444444445,27.022499999999997
11756,Михайлівка (Харківський район),xarkiv,vilage,1875.0,12.0,50.07805555555556,36.522777777777776
11757,Рогозянка (Куп'янський район),xarkiv,vilage,1875.0,311.0,49.96333333333334,37.49722222222222
11758,Рубанників,chernihiv,vilage,1875.0,9.0,51.39555555555555,32.94972222222222
11759,Познанка Перша,odesa,vilage,1875.0,603.0,47.925,29.939166666666665
11760,Роздолівка (Лозівський район),xarkiv,vilage,1875.0,134.0,48.80722222222222,36.38027777777778
11761,Поліське (Овруцька міська громада),zitomer,vilage,1875.0,513.0,51.355555555555554,28.65
11762,Рудокопи,zitomer,vilage,1875.0,156.0,50.51083333333333,28.031666666666666
11763,Оленівське (селище),,Urban_Vilige,1875.0,215.0,50.032777777777774,35.26444444444444
11764,Печанівка,zitomer,vilage,1875.0,1231.0,50.07333333333334,27.79361111111111
11765,Покровськ,,city,1875.0,62981.0,48.280833333333334,37.17944444444444
11766,Козирів,xarkiv,vilage,1875.0,72.0,49.10444444444445,36.19944444444444
11767,Андріївка (Куп'янський район),xarkiv,vilage,1875.0,293.0,49.948611111111106,37.50972222222222
11768,Гребеники (Миколаївський район),mykolayiv,vilage,1875.0,148.0,47.45944444444445,31.94527777777778
11769,Заклад (село),lviv,vilage,1875.0,308.0,49.552499999999995,23.948055555555555
11770,Кам'янка (Березнівський район),rivne,vilage,1875.0,1205.0,50.97555555555556,26.642777777777777
11771,Високе (Кегичівський район),xarkiv,vilage,1876.0,374.0,49.36833333333333,35.77222222222222
11772,Перехрестове Перше,odesa,vilage,1876.0,490.0,47.44333333333333,29.773055555555555
11773,Вовківка (Михайлівський район),zaporiz,vilage,1876.0,137.0,47.28666666666666,35.086666666666666
11774,Талова Балка,kirivigrad,vilage,1876.0,229.0,48.905,33.1825
11775,Тернові Поди,,Urban_Vilige,1876.0,165.0,46.85888888888889,32.38527777777778
11776,Гори (Львівський район),lviv,vilage,1876.0,102.0,50.01861111111111,24.178055555555556
11777,Петрівка (Затишанська селищна громада),odesa,vilage,1876.0,0.0,47.400277777777774,29.803333333333335
11778,Трудооленівка,zaporiz,vilage,1876.0,119.0,47.855555555555554,35.725
11779,Бахани,chernihiv,vilage,1876.0,89.0,51.76027777777778,30.85388888888889
11780,Адампіль,xmelnitsk,vilage,1876.0,958.0,49.66583333333333,27.655277777777776
11781,Рудня-Жеревці,zitomer,vilage,1876.0,85.0,51.159444444444446,28.170555555555556
11782,Кратинь,chernihiv,vilage,1876.0,139.0,51.78,30.839166666666664
11783,Залісоче,Volins,vilage,1876.0,725.0,50.726111111111116,25.823333333333334
11784,Ландарі,poltava,vilage,1876.0,425.0,49.786944444444444,34.39833333333333
11785,Красносільське (Бериславський район),xerson,vilage,1876.0,164.0,47.03916666666667,33.288333333333334
11786,Кислі,chernihiv,vilage,1876.0,124.0,51.765,30.89527777777778
11787,Рашкова Слобода,chernihiv,vilage,1876.0,39.0,51.78333333333333,30.884444444444444
11788,Любомирівка (селище),,Urban_Vilige,1876.0,620.0,46.88861111111111,32.37555555555556
11789,Степове (Тернопільський район),ternopil,vilage,1876.0,185.0,49.32944444444445,25.253333333333334
11790,Суворовка (Миколаївський район),mykolayiv,vilage,1876.0,381.0,47.393055555555556,32.08638888888889
11791,Іллін,rivne,vilage,1876.0,596.0,50.58416666666667,26.547222222222224
11792,Перехрестове,odesa,vilage,1876.0,1035.0,47.436388888888885,29.79638888888889
11793,Костомарове,xerson,vilage,1876.0,69.0,47.031666666666666,33.24333333333333
11794,Зубахи,chernihiv,vilage,1876.0,88.0,51.75055555555556,30.805833333333332
11795,Зубівщина (Коростенський район),zitomer,vilage,1876.0,224.0,50.95944444444445,28.81722222222222
11796,Часів Яр,,city,1876.0,13302.0,48.57555555555556,37.82333333333334
11797,Сенюки,chernihiv,vilage,1876.0,60.0,51.7675,30.81222222222222
11798,Новосілки (Луцький район),Volins,vilage,1877.0,531.0,50.47222222222222,25.004722222222224
11799,Червона Криниця,zaporiz,vilage,1877.0,124.0,47.60388888888889,35.89083333333333
11800,Петро-Михайлівка,zaporiz,vilage,1877.0,1500.0,48.05916666666666,35.22638888888889
11801,Минівка (Магдалинівський район),dnipro,vilage,1877.0,458.0,49.13805555555555,34.867777777777775
11802,Новотроїцьке (Покровський район),donetsk,vilage,1877.0,504.0,48.197222222222216,37.08777777777778
11803,Нова Мар'ївка,donetsk,vilage,1877.0,175.0,47.44888888888889,37.94027777777777
11804,Раймісто,Volins,vilage,1877.0,235.0,51.00138888888889,24.97083333333333
11805,Маломихайлівка (Покровський район),dnipro,vilage,1877.0,3036.0,48.088055555555556,36.39277777777778
11806,Благодатне (Бериславський район),xerson,vilage,1877.0,55.0,47.473888888888894,33.32
11807,Караїмівка,xmelnitsk,vilage,1878.0,48.0,49.70194444444445,27.298055555555557
11808,Дебальцеве,,city,1878.0,24971.0,48.34111111111111,38.42777777777778
11809,Разіне (Житомирський район),zitomer,vilage,1878.0,347.0,50.05333333333333,27.956944444444442
11810,Слобода (Жмеринський район),Vinitsa,vilage,1878.0,57.0,49.19472222222222,28.051111111111112
11811,Михайлівка (Городоцька сільська громада),rivne,vilage,1878.0,96.0,50.67611111111111,26.07638888888889
11812,Веселий Роздол (Вознесенський район),mykolayiv,vilage,1878.0,88.0,47.745,31.309722222222224
11813,Костогризове (Каховський район),xerson,vilage,1878.0,924.0,46.5625,33.58527777777778
11814,"Веселе (Веселівська сільська рада, Межівський район)",dnipro,vilage,1878.0,1081.0,48.23277777777778,36.61083333333333
11815,Степне (Амвросіївський район),,Urban_Vilige,1878.0,45.0,47.68111111111111,38.634166666666665
11816,Мар'янівка (Каховський район),xerson,vilage,1878.0,582.0,46.56888888888889,33.91083333333333
11817,Петропавлівка (Амвросіївський район),donetsk,vilage,1878.0,247.0,47.674166666666665,38.561388888888885
11818,Добровільське,,Urban_Vilige,1878.0,60.0,47.782777777777774,32.67166666666667
11819,Дільниче,,Urban_Vilige,1878.0,623.0,47.41833333333333,31.871666666666666
11820,Попасна,,city,1878.0,20600.0,48.63333333333333,38.38
11821,Глухівці (селище),,Urban_Vilige,1878.0,56.0,49.80166666666666,28.723055555555554
11822,Зоринськ,,city,1878.0,7219.0,48.416666666666664,38.61666666666667
11823,Золоте,,city,1878.0,13744.0,48.68333333333333,38.516666666666666
11824,Зоринівка,lugansk,vilage,1878.0,480.0,49.476111111111116,40.02055555555555
11825,Черепівське,zaporiz,vilage,1878.0,31.0,47.84805555555556,35.41083333333333
11826,Маразліївка (Дивізійська сільська громада),odesa,vilage,1878.0,329.0,45.88333333333333,29.898055555555555
11827,Береславка (Україна),kirivigrad,vilage,1879.0,139.0,47.89277777777778,32.290277777777774
11828,Братський Посад,kirivigrad,vilage,1879.0,171.0,48.01083333333333,32.79111111111111
11829,Видраниця,Volins,vilage,1879.0,1553.0,51.6025,24.559166666666666
11830,Турковичі (Дубенський район),rivne,vilage,1879.0,389.0,50.32611111111112,25.629722222222224
11831,Мала Михайлівка (Веселівський район),zaporiz,vilage,1879.0,567.0,46.899166666666666,34.856944444444444
11832,Новоданилівка (Оріхівський район),zaporiz,vilage,1879.0,1006.0,47.52638888888889,35.81666666666667
11833,Заріччя (Ушомирська сільська громада),zitomer,vilage,1879.0,229.0,50.87694444444445,28.448333333333334
11834,Вуглегірськ,,city,1879.0,7467.0,48.31222222222222,38.276944444444446
11835,Новопавлівка (Оріхівський район),zaporiz,vilage,1879.0,741.0,47.60333333333333,35.724444444444444
11836,Вознесенівка,,city,1879.0,15485.0,48.073055555555555,39.79722222222222
11837,Просянка (село),xarkiv,vilage,1879.0,685.0,49.89361111111111,37.36027777777778
11838,Самійлівка (Новомиколаївський район),zaporiz,vilage,1879.0,438.0,47.88638888888889,36.018055555555556
11839,Товкачі,zitomer,vilage,1879.0,324.0,51.343333333333334,28.833055555555557
11840,Новоолександрівка (Запорізький район),zaporiz,vilage,1879.0,1473.0,47.75055555555556,35.36527777777778
11841,Новоандріївка (Оріхівський район),zaporiz,vilage,1879.0,735.0,47.54972222222222,35.69444444444444
11842,Прилютове,xarkiv,vilage,1879.0,38.0,49.910555555555554,37.44694444444444
11843,Баштанків,odesa,vilage,1879.0,1425.0,48.10777777777778,29.0
11844,Черняки,xarkiv,vilage,1879.0,,50.08416666666667,36.453611111111115
11845,В'язовець (Житомирський район),zitomer,vilage,1879.0,267.0,50.5075,28.260833333333334
11846,Михайлівка (Новоекономічна селищна рада),donetsk,vilage,1879.0,60.0,48.29861111111111,37.36833333333333
11847,Мар'янівка (Старобешівський район),donetsk,vilage,1879.0,1735.0,47.88138888888889,37.849722222222226
11848,Новооленівка (Запорізький район),zaporiz,vilage,1879.0,87.0,47.77166666666667,35.3675
11849,Страшеве,,Urban_Vilige,1879.0,33.0,51.325833333333335,26.738055555555558
11850,Варварівка (Коростенський район),zitomer,vilage,1879.0,936.0,51.208333333333336,27.602777777777778
11851,Новофедорівка (Пологівський район),zaporiz,vilage,1880.0,447.0,47.46416666666667,36.04555555555555
11852,Нова Вільшанка,odesa,vilage,1880.0,329.0,46.71638888888889,30.9425
11853,Медвежанка,lugansk,vilage,1880.0,1012.0,48.171388888888885,39.520833333333336
11854,Міщанка (Україна),odesa,vilage,1880.0,169.0,46.69555555555555,30.948055555555555
11855,Нова Еметівка,odesa,vilage,1880.0,424.0,46.72527777777778,30.53777777777778
11856,Рижики,chernihiv,vilage,1880.0,117.0,51.61222222222222,31.16722222222222
11857,Нова Парафіївка,xarkiv,vilage,1880.0,733.0,49.253055555555555,35.91638888888889
11858,Пробудження (Джанкойський район),krym,vilage,1880.0,55.0,45.830000000000005,34.24444444444445
11859,Сулими (Зіньківська міська громада),poltava,vilage,1880.0,116.0,50.056666666666665,34.1825
11860,Безуглівка (Бориспільський район),kyiv,vilage,1880.0,132.0,50.402499999999996,30.83972222222222
11861,Липники (Солонківська сільська громада),lviv,vilage,1880.0,419.0,49.71555555555556,24.001666666666665
11862,Дмитрівка (Баштанський район),mykolayiv,vilage,1880.0,358.0,47.96027777777778,32.74277777777778
11863,Пищевиця,mykolayiv,vilage,1880.0,17.0,47.888888888888886,32.721111111111114
11864,Ясенове Друге,odesa,vilage,1880.0,1919.0,47.89083333333333,30.010833333333334
11865,Ясенове Перше,odesa,vilage,1880.0,586.0,47.907222222222224,30.015
11866,Нова Гребля (Уманський район),cherkasy,vilage,1880.0,714.0,49.144999999999996,30.38222222222222
11867,Тернове (Баштанський район),mykolayiv,vilage,1880.0,67.0,47.91583333333333,32.882222222222225
11868,Новоолександрівське (Миколаївський район),mykolayiv,vilage,1880.0,17.0,47.46222222222222,31.898611111111112
11869,Улянове (Веселинівський район),mykolayiv,vilage,1880.0,53.0,47.35888888888889,30.928055555555556
11870,Вільшани (Хмельницький район),xmelnitsk,vilage,1880.0,7.0,49.598333333333336,26.261666666666667
11871,Інгулець (Херсонський район),xerson,vilage,1880.0,2047.0,46.790277777777774,32.8275
11872,Коханівка (Красноградський район),xarkiv,vilage,1880.0,290.0,49.29111111111111,35.86083333333333
11873,Ганнівка (Миколаївський район),mykolayiv,vilage,1880.0,124.0,46.94416666666666,31.326666666666668
11874,Утішне (село),mykolayiv,vilage,1880.0,78.0,47.95583333333334,32.94972222222222
11875,Лубенець (Коропський район),chernihiv,vilage,1880.0,110.0,51.3775,32.96944444444445
11876,Олександрівка (Петропавлівський район),dnipro,vilage,1880.0,139.0,48.492222222222225,36.309999999999995
11877,Всеволодівка,Volins,vilage,1880.0,30.0,50.74333333333333,25.17527777777778
11878,Сантарка,zitomer,vilage,1880.0,268.0,50.839444444444446,28.3575
11879,Крені,chernihiv,vilage,1880.0,17.0,50.95166666666667,30.96222222222222
11880,Новий Корець,rivne,vilage,1880.0,2303.0,50.611111111111114,27.149166666666666
11881,Нова Діброва (Коростенський район),zitomer,vilage,1880.0,118.0,50.931666666666665,29.253611111111113
11882,Нововодяне (Кремінський район),lugansk,vilage,1880.0,628.0,49.271388888888886,38.025277777777774
11883,Ісаєве,odesa,vilage,1880.0,1513.0,47.47,30.503055555555555
11884,Софіївка (Лозівський район),xarkiv,vilage,1880.0,81.0,48.695277777777775,36.698611111111106
11885,Буркути,xerson,vilage,1880.0,33.0,46.40333333333333,32.8
11886,Сонячне (Тернопільський район),ternopil,vilage,1880.0,56.0,49.328611111111115,25.29638888888889
11887,Новоганнівка (Сорокинський район),lugansk,vilage,1880.0,1471.0,48.43222222222222,39.52444444444444
11888,Леонівка (Коростенський район),zitomer,vilage,1880.0,233.0,51.03916666666667,28.22833333333333
11889,"Самійлівка (Самійлівська сільська рада, Лозівський район)",xarkiv,vilage,1880.0,673.0,48.769999999999996,36.23027777777778
11890,Нова Гута (Чортківський район),ternopil,vilage,1880.0,164.0,49.13805555555555,25.096944444444443
11891,Красногвардійське (Совєтський район),krym,vilage,1880.0,1505.0,45.18138888888889,34.9475
11892,Загірне (Стрийський район),lviv,vilage,1880.0,2545.0,49.275,23.97611111111111
11893,Тевеліївка,zitomer,vilage,1880.0,61.0,50.132222222222225,28.009722222222223
11894,Новоолександрівка (Красноперекопський район),krym,vilage,1880.0,424.0,45.875,34.084722222222226
11895,Бутенкове,xarkiv,vilage,1880.0,3.0,50.07194444444445,36.46333333333334
11896,Роздол (Голованівський район),kirivigrad,vilage,1880.0,538.0,48.261944444444445,30.429444444444446
11897,Любомирка (Подільський район),odesa,vilage,1880.0,1181.0,47.76222222222222,29.487222222222222
11898,Куряче,lugansk,vilage,1880.0,214.0,48.1675,39.60472222222222
11899,Судковичі,lviv,vilage,1880.0,262.0,49.663888888888884,23.224444444444444
11900,Студлів,,Urban_Vilige,1880.0,4.0,48.61083333333333,25.153055555555554
11901,Рябоконеве (Арбузинський район),mykolayiv,vilage,1880.0,476.0,48.11027777777778,31.310277777777777
11902,Новотроїцьке (Подільський район),odesa,vilage,1880.0,255.0,47.59916666666667,30.320555555555554
11903,Бесарабівка (Красноградський район),xarkiv,vilage,1880.0,492.0,49.266666666666666,35.82833333333333
11904,Червоне (Близнюківський район),xarkiv,vilage,1880.0,180.0,48.68277777777777,36.70722222222223
11905,Титове,zaporiz,vilage,1880.0,702.0,47.21055555555556,36.61611111111111
11906,М'ятин,rivne,vilage,1880.0,336.0,50.56638888888889,26.392777777777777
11907,Зелене (Веселинівський район),mykolayiv,vilage,1880.0,269.0,47.335,30.973611111111108
11908,Межиріч (Пологівський район),zaporiz,vilage,1880.0,44.0,47.60333333333333,36.41888888888889
11909,Високофедорівка,lviv,vilage,1880.0,105.0,50.08833333333334,24.190277777777776
11910,Мар'янівка (Виноградська сільська громада),,Urban_Vilige,1880.0,431.0,49.189722222222215,30.496666666666666
11911,Нетяжино,chernihiv,vilage,1881.0,159.0,50.51611111111111,32.1075
11912,Волноваха,,city,1881.0,21902.0,47.59777777777778,37.48361111111111
11913,Громівка (Приазовський район),zaporiz,vilage,1881.0,7.0,46.91833333333333,36.04555555555555
11914,Добропілля (Гуляйпільський район),zaporiz,vilage,1881.0,440.0,47.7825,36.18861111111111
11915,Новодобрянка,kirivigrad,vilage,1881.0,147.0,48.37694444444445,31.031388888888888
11916,Судиха,xarkiv,vilage,1881.0,100.0,49.03805555555555,35.71333333333334
11917,Богомолівка,xarkiv,vilage,1881.0,141.0,49.08444444444444,36.55083333333333
11918,Малківка,chernihiv,vilage,1881.0,646.0,50.52916666666667,32.35916666666667
11919,Новолозуватівка,dnipro,vilage,1881.0,234.0,48.274166666666666,36.7625
11920,Скиртяне,xarkiv,vilage,1881.0,80.0,49.021388888888886,35.6825
11921,Діброва (Коростенська міська громада),zitomer,vilage,1881.0,148.0,50.87916666666667,28.80527777777778
11922,Кагарлик (Одеський район),odesa,vilage,1882.0,1637.0,46.598333333333336,30.1975
11923,Підвисоке (Радивилівський район),rivne,vilage,1882.0,81.0,50.32611111111112,25.403888888888886
11924,Річки (Вараський район),rivne,vilage,1882.0,91.0,51.67333333333333,25.753333333333334
11925,Новоюр'ївка (Баштанський район),mykolayiv,vilage,1882.0,619.0,47.62888888888889,32.68111111111111
11926,Будисько,zitomer,vilage,1882.0,15.0,50.23361111111111,27.740555555555556
11927,Коколове,kirivigrad,vilage,1882.0,29.0,48.23916666666667,31.27638888888889
11928,Іванівка (Городоцький район),xmelnitsk,vilage,1882.0,29.0,49.275,26.705555555555556
11929,Кальчик (село),donetsk,vilage,1882.0,1378.0,47.30722222222222,37.6
11930,Романівка (Синельниківський район),dnipro,vilage,1882.0,223.0,48.42222222222222,35.59277777777778
11931,Кам'янка (Бериславський район),xerson,vilage,1882.0,91.0,47.536944444444444,33.15694444444444
11932,Новопетрівка (Генічеський район),xerson,vilage,1882.0,578.0,47.065,34.41638888888889
11933,Китченківка,xarkiv,vilage,1882.0,438.0,49.96194444444445,35.21194444444445
11934,Тиховиж,rivne,vilage,1882.0,352.0,51.666666666666664,25.79527777777778
11935,Тополине (Бериславський район),xerson,vilage,1882.0,188.0,47.532222222222224,33.558055555555555
11936,Шевченка (Романівська селищна громада),zitomer,vilage,1882.0,78.0,50.095555555555556,27.786944444444448
11937,Лазірці,cherkasy,vilage,1882.0,84.0,49.82194444444445,31.265833333333333
11938,Стальне (Джанкойський район),krym,vilage,1882.0,1306.0,45.70805555555556,34.561388888888885
11939,Кіндратове,krym,vilage,1882.0,979.0,45.632777777777775,34.473055555555554
11940,Новосілка (Великоновосілківська громада),donetsk,vilage,1882.0,51.0,47.83888888888889,36.68527777777778
11941,Іванчиці (Вараський район),rivne,vilage,1882.0,840.0,51.83361111111111,26.16722222222222
11942,Лісне (Новомиколаївський район),zaporiz,vilage,1883.0,160.0,47.748333333333335,35.98555555555556
11943,Новоандріївка (Кропивницький район),kirivigrad,vilage,1883.0,677.0,48.42916666666667,32.59527777777778
11944,Чорноземне (Совєтський район),krym,vilage,1883.0,1061.0,45.407222222222224,34.81805555555556
11945,Плодородне (Красногвардійський район),krym,vilage,1883.0,445.0,45.53611111111111,34.39111111111111
11946,Кам'яна Гора (Коростенський район),zitomer,vilage,1883.0,110.0,50.775277777777774,28.233055555555556
11947,Алмазне (Совєтський район),krym,vilage,1883.0,508.0,45.380833333333335,34.831388888888895
11948,Одрадівка (Красноградський район),xarkiv,vilage,1883.0,64.0,49.19972222222222,35.54
11949,Шкурати,poltava,vilage,1883.0,15.0,50.21,32.675555555555555
11950,Кобзівка,xarkiv,vilage,1883.0,651.0,49.22083333333334,35.57416666666667
11951,Зайчівське,,Urban_Vilige,1883.0,488.0,47.035555555555554,32.111666666666665
11952,Михайлівка (Синельниківський район),dnipro,vilage,1883.0,801.0,48.19305555555555,35.41222222222222
11953,Новоєлизаветівка (Покровський район),donetsk,vilage,1883.0,620.0,48.135555555555555,37.045833333333334
11954,Анатолівка (Новоукраїнський район),kirivigrad,vilage,1883.0,30.0,48.569722222222225,31.084166666666665
11955,Перчунове,kirivigrad,vilage,1883.0,747.0,48.15472222222222,31.341666666666665
11956,Драбове-Барятинське,,Urban_Vilige,1883.0,2531.0,49.94499999999999,32.29055555555556
11957,Зибини,krym,vilage,1883.0,1488.0,45.235,34.65361111111111
11958,Чкалове (Приазовський район),zaporiz,vilage,1883.0,955.0,46.54944444444444,35.643055555555556
