,city,region,type_of_settlements,year,population,latitude_point,longitude_point
4981,Бистричі,rivne,vilage,1629.0,2754.0,50.882222222222225,26.90583333333333
4982,Мончин,Vinitsa,vilage,1629.0,609.0,49.421388888888885,28.979999999999997
4983,Кідри,rivne,vilage,1629.0,2860.0,51.45194444444445,26.333333333333332
4984,Кораблище,rivne,vilage,1629.0,294.0,50.5175,25.85527777777778
4985,Лозки (Вараський район),rivne,vilage,1629.0,838.0,51.342222222222226,26.016944444444444
4986,Сергіївка (Прилуцький район),chernihiv,vilage,1629.0,721.0,50.43277777777777,32.04694444444444
4987,Нехайки,cherkasy,vilage,1629.0,998.0,49.99666666666667,31.944444444444446
4988,Лісові Сорочинці,chernihiv,vilage,1629.0,503.0,50.689722222222215,32.33277777777778
4989,Лиса Гора (Іллінецький район),Vinitsa,vilage,1629.0,466.0,49.01083333333333,29.200833333333332
4990,Красляни,chernihiv,vilage,1629.0,487.0,50.569722222222225,32.67027777777778
4991,Бережниця (Сарненський район),rivne,vilage,1629.0,600.0,51.439722222222215,26.47222222222222
4992,Дубовий Гай (Прилуцький район),chernihiv,vilage,1629.0,867.0,50.486111111111114,32.23583333333333
4993,Райгород (Немирівський район),Vinitsa,vilage,1629.0,1003.0,48.88444444444444,29.083333333333332
4994,Кругле (Вараський район),rivne,vilage,1629.0,313.0,51.44611111111111,25.798611111111114
4995,Ільпінь,rivne,vilage,1629.0,945.0,50.541666666666664,26.21222222222222
4996,Озірці,rivne,vilage,1629.0,199.0,50.850833333333334,26.861666666666668
4997,Болотниця (Прилуцький район),chernihiv,vilage,1629.0,586.0,50.812777777777775,32.93444444444444
4998,Ведмедівка (Березнівський район),rivne,vilage,1629.0,30.0,50.80083333333333,26.880833333333335
4999,Червоне (Немирівський район),Vinitsa,vilage,1629.0,512.0,48.92444444444444,29.02138888888889
5000,Немиринці (Старокостянтинівський район),xmelnitsk,vilage,1629.0,359.0,49.6275,27.31972222222222
5001,Велика Клецька,rivne,vilage,1629.0,600.0,50.74027777777778,27.10777777777778
5002,Білошапки,chernihiv,vilage,1629.0,596.0,50.38194444444444,32.213055555555556
5003,Федірки (Хмельницький район),xmelnitsk,vilage,1629.0,563.0,49.467777777777776,26.29138888888889
5004,Каноничі,rivne,vilage,1629.0,880.0,51.44583333333333,26.222777777777775
5005,Кунашівка,chernihiv,vilage,1629.0,563.0,51.04361111111111,32.01361111111111
5006,Дідівці,chernihiv,vilage,1629.0,553.0,50.586111111111116,32.480000000000004
5007,Неменка,Vinitsa,vilage,1629.0,440.0,49.115,29.25861111111111
5008,Ряшки,chernihiv,vilage,1629.0,822.0,50.698611111111106,32.55972222222222
5009,Івківці (Прилуцький район),chernihiv,vilage,1629.0,1244.0,50.53,32.49333333333333
5010,Весняне (Корецький район),rivne,vilage,1629.0,894.0,50.687777777777775,27.22083333333333
5011,Велика Дівиця,chernihiv,vilage,1629.0,587.0,50.715833333333336,32.14472222222222
5012,Горянівка,Volins,vilage,1629.0,438.0,50.73444444444444,25.815833333333334
5013,Морозівка (Корецький район),rivne,vilage,1629.0,684.0,50.69166666666666,27.18
5014,Іваничі (Костопільський район),rivne,vilage,1629.0,574.0,50.89055555555556,26.365555555555556
5015,Хмелівка (Івано-Франківський район),ivan_frank,vilage,1629.0,709.0,48.801944444444445,24.394166666666667
5016,Довгоноси,Volins,vilage,1629.0,471.0,51.19777777777777,24.591944444444444
5017,Михалин,rivne,vilage,1629.0,802.0,51.03944444444444,26.925555555555558
5018,Маща,rivne,vilage,1629.0,626.0,50.84055555555556,26.394166666666667
5019,Більська Воля,rivne,vilage,1629.0,1741.0,51.467777777777776,25.8
5020,Богуші (Україна),rivne,vilage,1629.0,1568.0,51.11,26.741111111111113
5021,Мирне (Костопільський район),rivne,vilage,1629.0,1423.0,50.939722222222215,26.54388888888889
5022,Радівці (село),xmelnitsk,vilage,1629.0,756.0,49.17583333333333,27.71861111111111
5023,Хижа,zakarpat,vilage,1629.0,1714.0,48.10888888888889,23.206666666666667
5024,Козак (Корецький район),rivne,vilage,1629.0,318.0,50.678888888888885,27.135277777777777
5025,Погреби (Прилуцький район),chernihiv,vilage,1629.0,517.0,50.62138888888889,31.959722222222222
5026,Чорний Потік (Надвірнянський район),ivan_frank,vilage,1629.0,2996.0,48.50611111111111,24.726388888888888
5027,Заїзд (Прилуцький район),chernihiv,vilage,1629.0,1070.0,50.62222222222222,32.30638888888888
5028,Сумівка,Vinitsa,vilage,1629.0,1184.0,48.48722222222222,29.493055555555557
5029,Кищенці,cherkasy,vilage,1629.0,890.0,49.03472222222222,30.25611111111111
5030,"Мельники (Черкаський район, Медведівська громада)",cherkasy,vilage,1629.0,905.0,49.14333333333333,32.29694444444444
5031,Карпилівка (Рокитнівська селищна громада),rivne,vilage,1629.0,2611.0,51.15611111111111,27.20138888888889
5032,Обичів,chernihiv,vilage,1629.0,617.0,50.7275,32.211666666666666
5033,Корінецьке,chernihiv,vilage,1629.0,456.0,50.91305555555555,33.18277777777777
5034,Рябухи,chernihiv,vilage,1629.0,377.0,50.9225,33.00388888888889
5035,Хмелівка (Березнівський район),rivne,vilage,1629.0,309.0,50.76916666666666,26.990555555555556
5036,Мала Клецька,rivne,vilage,1629.0,66.0,50.770833333333336,27.033611111111114
5037,Рудівка (Прилуцький район),chernihiv,vilage,1629.0,926.0,50.566111111111105,32.16777777777777
5038,Ялинівка (Березнівський район),rivne,vilage,1629.0,44.0,50.782222222222224,26.78777777777778
5039,Мала Любаша,rivne,vilage,1629.0,1099.0,50.83833333333334,26.516944444444444
5040,Соболівка (Гайсинський район),Vinitsa,vilage,1629.0,3.0,48.61944444444445,29.478888888888886
5041,Конела (село),cherkasy,vilage,1629.0,651.0,49.078611111111115,30.102500000000003
5042,Залужжя (Сарненський район),rivne,vilage,1629.0,1730.0,51.559999999999995,26.670555555555556
5043,Мульчиці,rivne,vilage,1629.0,1317.0,51.54388888888889,25.87666666666667
5044,Вільхівка (Березнівський район),rivne,vilage,1629.0,451.0,50.818333333333335,26.790555555555557
5045,Ясеновець,ivan_frank,vilage,1629.0,708.0,48.89138888888889,24.12
5046,Валки (Прилуцький район),chernihiv,vilage,1629.0,523.0,50.63666666666666,32.509166666666665
5047,Берестовець (Коростенський район),zitomer,vilage,1629.0,288.0,51.019999999999996,28.87027777777778
5048,Піддубівка,chernihiv,vilage,1629.0,133.0,50.56944444444445,31.952777777777776
5049,Сторожів,rivne,vilage,1629.0,698.0,50.72222222222222,27.260555555555555
5050,Новаки (Вараський район),rivne,vilage,1629.0,623.0,51.47638888888889,26.195833333333333
5051,Яблунівка (Прилуцький район),chernihiv,vilage,1629.0,1222.0,50.45861111111111,32.18888888888888
5052,Ганнівка (Корецький район),rivne,vilage,1629.0,321.0,50.65472222222222,27.055
5053,Голотки,ternopil,vilage,1629.0,389.0,49.65361111111111,26.164166666666667
5054,Лишнівка,Volins,vilage,1629.0,541.0,51.473055555555554,25.405277777777776
5055,Стара Талалаївка,chernihiv,vilage,1629.0,805.0,50.79861111111111,33.105555555555554
5056,Воронки (Вараський район),rivne,vilage,1629.0,1557.0,51.55722222222222,26.091944444444444
5057,Сухополова,chernihiv,vilage,1629.0,1211.0,50.63194444444444,32.380833333333335
5058,Кошів (Тетіївський район),kyiv,vilage,1629.0,646.0,49.489444444444445,29.591388888888886
5059,Привітне (Млинівський район),rivne,vilage,1629.0,409.0,50.60888888888889,25.630277777777778
5060,Рачин (Луцький район),Volins,vilage,1629.0,386.0,50.56944444444445,24.72222222222222
5061,Сопачів,rivne,vilage,1629.0,1005.0,51.41583333333333,25.928333333333335
5062,Довговоля,rivne,vilage,1629.0,1871.0,51.411944444444444,26.075555555555557
5063,Городище (Березнівський район),rivne,vilage,1629.0,3935.0,51.02305555555555,26.732777777777777
5064,Суховоля (Вараський район),rivne,vilage,1629.0,365.0,51.34166666666667,25.984444444444446
5065,Мислова (Тернопільський район),ternopil,vilage,1629.0,470.0,49.504444444444445,26.13861111111111
5066,Мельниківці (село),Vinitsa,vilage,1629.0,500.0,48.93,29.0625
5067,Кашперівка (Тетіївський район),kyiv,vilage,1629.0,3689.0,49.43111111111111,29.68138888888889
5068,Українське (Прилуцький район),chernihiv,vilage,1629.0,670.0,50.83916666666667,32.89
5069,Грушівка (Березнівський район),rivne,vilage,1629.0,1275.0,50.81055555555555,26.803611111111113
5070,Товкачівка,chernihiv,vilage,1629.0,802.0,50.655277777777776,32.257777777777775
5071,Ромейки (Україна),rivne,vilage,1629.0,1087.0,51.255,26.233888888888888
5072,Радижеве,rivne,vilage,1629.0,357.0,51.54333333333333,26.15138888888889
5073,Грушівська Гута,rivne,vilage,1629.0,65.0,50.80277777777778,26.84361111111111
5074,Удайці,chernihiv,vilage,1629.0,709.0,50.462500000000006,32.486666666666665
5075,Сошники,rivne,vilage,1629.0,510.0,51.23555555555556,26.095555555555553
5076,Удрицьк,rivne,vilage,1629.0,862.0,51.75055555555556,26.74361111111111
5077,Топча,rivne,vilage,1629.0,209.0,50.72555555555556,27.053333333333335
5078,Річки (Корецький район),rivne,vilage,1629.0,510.0,50.67027777777778,27.099722222222223
5079,Річечина,rivne,vilage,1629.0,68.0,50.70166666666667,27.072777777777777
5080,Поліське (Березнівський район),rivne,vilage,1629.0,1656.0,50.84805555555556,26.816111111111113
5081,Гвіздів,rivne,vilage,1629.0,1228.0,50.641666666666666,27.148333333333333
5082,Скобелка,Volins,vilage,1629.0,1602.0,50.5125,24.781388888888888
5083,Діброва (Вараський район),rivne,vilage,1629.0,281.0,51.445277777777775,25.88888888888889
5084,Щеніїв,zitomer,vilage,1629.0,256.0,50.403888888888886,28.891666666666666
5085,Совпа,rivne,vilage,1629.0,298.0,50.775555555555556,26.939722222222223
5086,Смош (село),chernihiv,vilage,1629.0,321.0,50.66888888888889,32.566944444444445
5087,Піски (Луцький район),Volins,vilage,1629.0,730.0,50.35,25.12611111111111
5088,Степангород,rivne,vilage,1629.0,2234.0,51.62972222222222,26.18166666666667
5089,Собіщиці,rivne,vilage,1629.0,835.0,51.39833333333333,25.85638888888889
5090,Сівки,rivne,vilage,1629.0,148.0,50.974722222222226,27.208055555555553
5091,Вовничі,rivne,vilage,1629.0,633.0,50.51555555555556,25.405277777777776
5092,Браїлівка (Кам'янець-Подільський район),xmelnitsk,vilage,1629.0,938.0,48.87111111111111,27.26361111111111
5093,Полиці (Вараський район),rivne,vilage,1629.0,1279.0,51.26444444444444,26.06833333333333
5094,Михайлівка (Валківський район),xarkiv,vilage,1630.0,27.0,49.709722222222226,35.519444444444446
5095,Красне (Бахмацький район),chernihiv,vilage,1630.0,1056.0,51.26777777777777,33.0
5096,Глибоке (Бориспільський район),kyiv,vilage,1630.0,2107.0,50.26277777777778,30.94
5097,Мохнач (Зміївський район),xarkiv,vilage,1630.0,231.0,49.73972222222222,36.525
5098,Очеретне,ternopil,vilage,1630.0,456.0,49.83111111111111,25.6
5099,Новоселиця (Тячівський район),zakarpat,vilage,1630.0,3120.0,48.16694444444444,23.75777777777778
5100,Острів (Білоцерківський район),kyiv,vilage,1630.0,2127.0,49.67444444444444,30.386388888888888
5101,Сорокотяги,kyiv,vilage,1630.0,710.0,49.676944444444445,30.029166666666665
5102,Бухалівщина,zitomer,vilage,1630.0,50.0,50.08583333333333,29.381944444444446
5103,Романів (Шепетівський район),xmelnitsk,vilage,1630.0,414.0,50.31222222222222,27.142222222222223
5104,Пирогівка (Ніжинський район),chernihiv,vilage,1630.0,10.0,51.23583333333333,33.01611111111111
5105,Устечко (Кременецький район),ternopil,vilage,1630.0,612.0,49.85,25.613611111111112
5106,Стадниця (Вінницький район),Vinitsa,vilage,1630.0,2681.0,49.286944444444444,28.602500000000003
5107,Березина (Вараський район),rivne,vilage,1630.0,99.0,51.43388888888889,25.691388888888888
5108,Цівківці,xmelnitsk,vilage,1630.0,351.0,48.907222222222224,27.249722222222225
5109,Зелена Поляна (Вишгородський район),kyiv,vilage,1630.0,354.0,51.21638888888889,29.517777777777777
5110,Тасуїв,chernihiv,vilage,1630.0,66.0,51.27611111111111,33.014722222222225
5111,Буча,,city,1630.0,36825.0,50.546388888888885,30.235
5112,Говори (Віньковецький район),xmelnitsk,vilage,1630.0,438.0,48.94583333333333,27.350555555555555
5113,Анталовці,zakarpat,vilage,1630.0,1059.0,48.628055555555555,22.522499999999997
5114,Добровілля (Лозівський район),xarkiv,vilage,1630.0,724.0,48.68888888888888,36.61222222222222
5115,Нові Млини (Ніжинський район),chernihiv,vilage,1630.0,905.0,51.42388888888889,32.69694444444444
5116,Шелестяни,xmelnitsk,vilage,1630.0,326.0,48.71138888888889,27.130277777777778
5117,Карпенкове (Ніжинський район),chernihiv,vilage,1630.0,108.0,51.29,33.0375
5118,Завадівка (Самбірський район),lviv,vilage,1630.0,1012.0,49.143055555555556,23.063333333333333
5119,Поріччя Задвірне,lviv,vilage,1630.0,632.0,49.68861111111111,23.703611111111112
5120,Попівці (Кременецький район),ternopil,vilage,1630.0,371.0,50.00222222222222,25.643055555555556
5121,Дубова (Володарська),kyiv,vilage,1630.0,20.0,51.13166666666667,29.665555555555553
5122,Святе (село),rivne,vilage,1630.0,56.0,50.31527777777777,26.124166666666667
5123,Березова Лука,poltava,vilage,1630.0,1305.0,50.27388888888889,33.72361111111111
5124,Приборівка,Vinitsa,vilage,1630.0,1168.0,49.30777777777777,28.72138888888889
5125,Вишнева (Україна),xarkiv,vilage,1630.0,641.0,49.492222222222225,37.10472222222222
5126,Оріховець (Білоцерківський район),kyiv,vilage,1631.0,574.0,49.58972222222222,29.624166666666667
5127,Олешня (Охтирський район),sumsk,vilage,1631.0,1062.0,50.406388888888884,34.73388888888889
5128,Сезенків,kyiv,vilage,1631.0,735.0,50.39416666666666,31.236944444444447
5129,Рудка (Вараський район),rivne,vilage,1631.0,554.0,51.49722222222222,25.781944444444445
5130,Кашівка,Volins,vilage,1631.0,458.0,51.1675,25.31888888888889
5131,Лубня (Ужгородський район),zakarpat,vilage,1631.0,212.0,49.02583333333333,22.72138888888889
5132,Клішківці,chernivtsi,vilage,1631.0,6972.0,48.43805555555555,26.266944444444444
5133,Лаврики (Білоцерківський район),kyiv,vilage,1631.0,377.0,49.59916666666667,29.715555555555554
5134,Заможне (Кременчуцький район),poltava,vilage,1631.0,533.0,49.40555555555555,33.717777777777776
5135,Зороків,zitomer,vilage,1631.0,340.0,50.39416666666666,28.62388888888889
5136,Шаліївка,kyiv,vilage,1631.0,381.0,49.657777777777774,29.695833333333333
5137,Ломачинці (Хмельницький район),xmelnitsk,vilage,1632.0,447.0,48.96277777777778,27.3125
5138,Нижнє (Хмельницький район),xmelnitsk,vilage,1632.0,577.0,49.28333333333333,27.486944444444447
5139,Хитці (Миргородський район),poltava,vilage,1632.0,716.0,50.403888888888886,33.99861111111111
5140,Степанки (Мурованокуриловецький район),Vinitsa,vilage,1632.0,462.0,48.77361111111111,27.856944444444444
5141,Божиківці,xmelnitsk,vilage,1632.0,1006.0,49.14,27.327222222222222
5142,Голичівка,rivne,vilage,1632.0,661.0,50.66888888888889,27.165
5143,Ядути,chernihiv,vilage,1632.0,1148.0,51.37416666666667,32.33861111111111
5144,Ганусівка,lugansk,vilage,1632.0,471.0,49.705555555555556,39.36666666666667
5145,Вишпіль,zitomer,vilage,1632.0,410.0,50.369166666666665,28.60611111111111
5146,Розумівка (Яготинський район),kyiv,vilage,1632.0,7.0,50.336666666666666,31.795555555555556
5147,Закотне,lugansk,vilage,1632.0,1269.0,49.47277777777778,38.984722222222224
5148,Стара Гута (Новоушицький район),xmelnitsk,vilage,1632.0,278.0,48.72638888888889,27.358611111111113
5149,Довгиничі,zitomer,vilage,1633.0,81.0,51.302499999999995,28.66777777777778
5150,Верхівці (Самбірський район),lviv,vilage,1633.0,1047.0,49.63527777777778,23.100555555555555
5151,Вільховець (Звенигородський район),cherkasy,vilage,1633.0,3048.0,49.032222222222224,30.89611111111111
5152,Клітище,zitomer,vilage,1633.0,319.0,50.439722222222215,28.554444444444446
5153,Нова Скварява,lviv,vilage,1633.0,1174.0,50.03722222222222,23.875
5154,Прокурава,ivan_frank,vilage,1633.0,1196.0,48.33638888888889,24.891111111111112
5155,Іванків (Оліївська сільська громада),zitomer,vilage,1633.0,302.0,50.39611111111111,28.56888888888889
5156,Руська Поляна,cherkasy,vilage,1633.0,8234.0,49.413888888888884,31.922777777777778
5157,Стебне,cherkasy,vilage,1633.0,1430.0,49.01833333333333,30.96861111111111
5158,Борівка (Бучанський район),kyiv,vilage,1633.0,621.0,50.45444444444445,29.549444444444447
5159,Омельник (Кременчуцький район),poltava,vilage,1633.0,1811.0,49.20888888888889,33.543055555555554
5160,Ілятка,xmelnitsk,vilage,1633.0,282.0,49.55777777777777,27.68861111111111
5161,Хмільниця,chernihiv,vilage,1634.0,656.0,51.644444444444446,31.16888888888889
5162,Підгірне (Чернігівський район),chernihiv,vilage,1634.0,126.0,51.47083333333334,31.40833333333333
5163,Погоня (село),ivan_frank,vilage,1634.0,235.0,48.882777777777775,24.883888888888887
5164,Піски (Чернігівський район),chernihiv,vilage,1634.0,445.0,51.469722222222224,31.440555555555555
5165,Березники (Хустський район),zakarpat,vilage,1634.0,3053.0,48.51083333333333,23.22222222222222
5166,Халявин,chernihiv,vilage,1634.0,1109.0,51.59277777777778,31.291666666666668
5167,Рудня-Калинівка,zitomer,vilage,1634.0,44.0,50.99805555555556,29.071944444444444
5168,Товстоліс (село),chernihiv,vilage,1634.0,257.0,51.58083333333334,31.346944444444443
5169,Межигір'я (Самбірський район),lviv,vilage,1634.0,349.0,49.0225,23.10666666666667
5170,Кінецьпіль,mykolayiv,vilage,1634.0,3518.0,48.00138888888889,30.78611111111111
5171,Терехівка,chernihiv,vilage,1634.0,480.0,51.58916666666667,31.413055555555555
5172,Деснянка,chernihiv,vilage,1634.0,376.0,51.56666666666667,31.21861111111111
5173,Гущин,chernihiv,vilage,1634.0,111.0,51.45055555555556,31.222777777777775
5174,Ксаверів,zitomer,vilage,1634.0,439.0,50.96277777777778,29.154166666666665
5175,Крученець,zitomer,vilage,1634.0,251.0,50.46666666666667,28.502777777777776
5176,Буди (Чернігівський район),chernihiv,vilage,1635.0,246.0,51.35888888888889,31.435277777777777
5177,Гавронщина,kyiv,vilage,1635.0,1006.0,50.48388888888889,29.857222222222223
5178,Колонщина,kyiv,vilage,1635.0,874.0,50.45,29.96
5179,Виблі,chernihiv,vilage,1635.0,1097.0,51.46416666666667,31.495
5180,Новий Кокорів,ternopil,vilage,1635.0,505.0,50.02055555555555,25.63722222222222
5181,Ситовичі,Volins,vilage,1635.0,332.0,51.213055555555556,25.21638888888889
5182,Молодова,xarkiv,vilage,1635.0,595.0,50.038888888888884,36.775
5183,Горбове (Куликівський район),chernihiv,vilage,1635.0,1347.0,51.46222222222222,31.565555555555555
5184,Грабівка (Куликівський район),chernihiv,vilage,1635.0,623.0,51.30555555555555,31.460555555555555
5185,Вишня (Фастівський район),kyiv,vilage,1635.0,31.0,50.13972222222222,29.840277777777775
5186,Мала Совпа,rivne,vilage,1635.0,501.0,50.73638888888889,26.885555555555555
5187,Харсіки,poltava,vilage,1635.0,974.0,50.26861111111111,32.90555555555555
5188,Іванівка (Чернігівський район),chernihiv,vilage,1635.0,1772.0,51.376111111111115,31.280555555555555
5189,Щекичин,rivne,vilage,1635.0,842.0,50.70916666666667,26.879722222222224
5190,Старий Кокорів,ternopil,vilage,1635.0,388.0,50.00888888888889,25.620555555555555
5191,Кошмаки,rivne,vilage,1635.0,249.0,51.32277777777778,26.033055555555556
5192,Гостра Могила,kyiv,vilage,1635.0,872.0,49.51,30.148888888888887
5193,Підвисоке (Львівський район),lviv,vilage,1635.0,79.0,49.664722222222224,24.452222222222222
5194,Старі Кодаки,dnipro,vilage,1635.0,1619.0,48.37916666666667,35.13305555555556
5195,Осинове,lugansk,vilage,1636.0,2240.0,49.56361111111111,39.0675
5196,Добринівці,chernivtsi,vilage,1636.0,1528.0,48.48305555555556,26.019166666666667
5197,Боровенька,sumsk,vilage,1636.0,626.0,50.464444444444446,34.40888888888889
5198,Обмачів,chernihiv,vilage,1636.0,1021.0,51.37583333333333,32.81666666666667
5199,Плехів (Житомирський район),zitomer,vilage,1636.0,108.0,50.455000000000005,28.579444444444444
5200,Жашків,,city,1636.0,13917.0,49.25,30.1
5201,Копіївка (Бучанський район),kyiv,vilage,1636.0,151.0,50.40277777777778,29.700833333333332
5202,Гайворон (Ніжинський район),chernihiv,vilage,1636.0,400.0,50.98833333333334,32.92111111111111
5203,Вільне (Фастівський район),kyiv,vilage,1636.0,640.0,50.21388888888889,29.7775
5204,Бобрик (Миргородський район),poltava,vilage,1636.0,800.0,50.416666666666664,34.245
5205,Дерепівка,chernihiv,vilage,1636.0,5.0,51.3975,31.935833333333335
5206,Красний Колядин,chernihiv,vilage,1636.0,1039.0,50.94638888888888,33.04194444444444
5207,Митченки,chernihiv,vilage,1636.0,980.0,51.28944444444444,32.94472222222222
5208,Харитонівка (Житомирський район),zitomer,vilage,1636.0,464.0,50.285555555555554,29.01972222222222
5209,Вирівка,sumsk,vilage,1636.0,1302.0,51.27611111111111,33.13722222222222
5210,Галайки,kyiv,vilage,1637.0,609.0,49.38388888888889,29.879166666666666
5211,Олександрівка (Житомирський район),zitomer,vilage,1637.0,32.0,50.14111111111111,27.795
5212,Яснозір'я (Черкаський район),cherkasy,vilage,1637.0,3695.0,49.47694444444445,31.62
5213,Киселівка (Чернігівський район),chernihiv,vilage,1637.0,970.0,51.53805555555555,31.454166666666666
5214,Булавинівка,lugansk,vilage,1637.0,856.0,49.41555555555556,38.97361111111111
5215,Голінка (Ніжинський район),chernihiv,vilage,1637.0,411.0,51.03527777777778,33.01277777777778
5216,Юшків Ріг,kyiv,vilage,1637.0,731.0,49.48638888888889,30.36416666666667
5217,Слобода (Городнянський район),chernihiv,vilage,1637.0,65.0,51.933055555555555,31.72583333333333
5218,Мізюринці,ternopil,vilage,1637.0,348.0,49.98388888888889,26.08888888888889
5219,Івашківка (Городнянський район),chernihiv,vilage,1638.0,871.0,51.69972222222222,31.436944444444446
5220,Юр'ївка (Чернігівський район),chernihiv,vilage,1638.0,103.0,51.61027777777778,31.1525
5221,Манилівка (Хмельницький район),xmelnitsk,vilage,1638.0,247.0,49.569722222222225,26.80527777777778
5222,Темнівка,xarkiv,vilage,1638.0,410.0,49.797777777777775,36.34805555555556
5223,Скорінець,chernihiv,vilage,1638.0,272.0,51.315,31.305
5224,Орлівка (Куликівський район),chernihiv,vilage,1638.0,840.0,51.28638888888889,31.54527777777778
5225,Щепанів,ternopil,vilage,1638.0,558.0,49.37277777777778,25.1125
5226,Окілок,zitomer,vilage,1638.0,189.0,50.468333333333334,28.430833333333336
5227,Решетилівка,,city,1638.0,9310.0,49.558611111111105,34.07916666666667
5228,Велика Севастянівка,cherkasy,vilage,1638.0,3006.0,48.88361111111111,29.768055555555556
5229,Кривець (Ставищенський район),kyiv,vilage,1638.0,786.0,49.431666666666665,30.108611111111113
5230,Папужинці,cherkasy,vilage,1638.0,644.0,48.97361111111111,30.575
5231,Полуботки (село),chernihiv,vilage,1638.0,249.0,51.558611111111105,31.28527777777778
5232,Завалівка,kyiv,vilage,1638.0,183.0,50.430277777777775,29.73222222222222
5233,Демшин,xmelnitsk,vilage,1638.0,739.0,48.62277777777778,26.817777777777778
5234,Жавинка,chernihiv,vilage,1638.0,549.0,51.44083333333333,31.249722222222225
5235,Чугуїв,,city,1638.0,32454.0,49.83527777777778,36.68111111111111
5236,Малинівка (Чернігівський район),chernihiv,vilage,1638.0,223.0,51.61555555555556,31.38361111111111
5237,Бартошівка (Тернопільський район),ternopil,vilage,1638.0,92.0,49.37972222222222,25.11861111111111
5238,Анисів,chernihiv,vilage,1638.0,1441.0,51.43555555555555,31.361111111111114
5239,Жуківці (Тернопільський район),ternopil,vilage,1638.0,49.0,49.69583333333333,25.233333333333334
5240,Вознесенське (Чернігівський район),chernihiv,vilage,1638.0,577.0,51.52333333333333,31.43166666666667
5241,Лопухів,zakarpat,vilage,1638.0,3317.0,48.36361111111111,23.96638888888889
5242,Білоцерківці (Лубенський район),poltava,vilage,1639.0,413.0,50.33111111111111,32.730555555555554
5243,Мала Березанка,kyiv,vilage,1639.0,592.0,50.388888888888886,31.706944444444442
5244,Сімаківка,zitomer,vilage,1639.0,569.0,50.848888888888894,28.056944444444444
5245,Ребедайлівка,cherkasy,vilage,1639.0,1010.0,49.07333333333334,32.10638888888889
5246,Перегуди,kyiv,vilage,1639.0,223.0,50.44944444444444,31.031944444444445
5247,Дем'янківці,xmelnitsk,vilage,1639.0,546.0,48.89222222222222,26.92027777777778
5248,Гайки-Ситенські,rivne,vilage,1639.0,490.0,50.165277777777774,25.43888888888889
5249,Нікополь,,city,1639.0,110669.0,47.577222222222225,34.3575
5250,Бурівка (Городнянський район),chernihiv,vilage,1639.0,661.0,51.782777777777774,31.323333333333334
5251,Вільне (Охтирський район),sumsk,vilage,1640.0,991.0,50.42777777777778,35.38722222222222
5252,Нова Гребля (Бородянський район),kyiv,vilage,1640.0,615.0,50.58166666666667,29.884722222222223
5253,Бірки (Полтавський район),poltava,vilage,1640.0,1188.0,50.125,34.17055555555555
5254,Македони,kyiv,vilage,1640.0,773.0,49.835,31.12361111111111
5255,Купель,rivne,vilage,1640.0,402.0,51.43416666666666,27.57
5256,Шляхова (село),Vinitsa,vilage,1640.0,1905.0,48.49472222222222,29.860555555555557
5257,Радькове,xarkiv,vilage,1640.0,43.0,50.090833333333336,36.9825
5258,Тимошівка (Уманський район),cherkasy,vilage,1640.0,273.0,48.9925,30.403888888888886
5259,Сестринівка,Vinitsa,vilage,1640.0,1147.0,49.73694444444445,28.941111111111113
5260,Рожична (Оратівський район),Vinitsa,vilage,1640.0,408.0,49.186388888888885,29.614444444444445
5261,Наугольне,lugansk,vilage,1640.0,325.0,49.555277777777775,38.05138888888889
5262,Вербичі,chernihiv,vilage,1640.0,566.0,51.71944444444445,31.166944444444447
5263,Войтове (Згурівський район),kyiv,vilage,1640.0,1049.0,50.47083333333334,31.57138888888889
5264,Паньківці (Хмельницький район),xmelnitsk,vilage,1640.0,583.0,49.53638888888889,27.488333333333333
5265,Сабадаш,cherkasy,vilage,1640.0,725.0,49.13166666666667,30.154444444444444
5266,Городещина,kyiv,vilage,1640.0,119.0,51.10888888888889,29.67361111111111
5267,Крупське (Черкаська область),cherkasy,vilage,1640.0,644.0,49.703611111111115,32.21361111111111
5268,Будницьке,zitomer,vilage,1640.0,31.0,50.921388888888885,28.983055555555556
5269,Немиринці (Козятинський район),Vinitsa,vilage,1640.0,237.0,49.64527777777778,28.579722222222223
5270,Западня (Зміївський район),xarkiv,vilage,1640.0,79.0,49.52222222222222,36.21361111111111
5271,Водяне (Зміївський район),xarkiv,vilage,1640.0,304.0,49.78777777777778,36.34916666666667
5272,Лолин,ivan_frank,vilage,1640.0,1075.0,48.87583333333333,23.94472222222222
5273,Непедівка,Vinitsa,vilage,1640.0,956.0,49.77722222222222,28.805
5274,Будище (Звенигородський район),cherkasy,vilage,1640.0,711.0,49.19444444444444,31.029999999999998
5275,Любча (Ставищенський район),kyiv,vilage,1640.0,419.0,49.50888888888889,30.134722222222223
5276,Зозів (Рівненський район),rivne,vilage,1640.0,242.0,50.67944444444444,26.21527777777778
5277,Колодіїв,ivan_frank,vilage,1640.0,686.0,49.16861111111111,24.547222222222224
5278,Кадобна,ivan_frank,vilage,1640.0,1327.0,49.03527777777778,24.21388888888889
5279,Новоживотів,Vinitsa,vilage,1640.0,960.0,49.26888888888889,29.5375
5280,Рудливе,rivne,vilage,1640.0,123.0,50.53388888888889,25.441111111111113
5281,Забужжя (Львівський район),lviv,vilage,1640.0,1290.0,50.11555555555556,24.363333333333333
